Category,Message,label,cleaned_message
ham,Yo im right by yo work,0.0,yo im right by yo work
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,0.0,ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! but you can call me there.xx
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0.0,"she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife,"
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,0.0,i don wake since. i checked that stuff and saw that its true no available spaces. pls call the embassy or send a mail to them.
ham,Nope... Juz off from work...,0.0,nope... juz off from work...
ham,Huh so fast... Dat means u havent finished painting?,0.0,huh so fast... dat means u havent finished painting?
ham,what number do u live at? Is it 11?,0.0,what number do u live at? is it 11?
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",0.0,"no we put party 7 days a week and study lightly, i think we need to draw in some custom checkboxes so they know we're hardcore"
ham,Sac will score big hundred.he is set batsman:-),0.0,sac will score big hundred.he is set batsman:-)
ham,Send me yetty's number pls.,0.0,send me yetty's number pls.
ham,How much it will cost approx . Per month.,0.0,how much it will cost approx . per month.
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,0.0,ok... the theory test? when are ü going to book? i think it's on 21 may. coz thought wanna go out with jiayin. but she isnt free
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",1.0,"you are being contacted by our dating service by someone you know! to find out who it is, call from a land line 09050000928. pobox45w2tg150p"
ham,"That's fine, have him give me a call if he knows what he wants or has any questions",0.0,"that's fine, have him give me a call if he knows what he wants or has any questions"
ham,"Sorry, got a late start, we're on the way",0.0,"sorry, got a late start, we're on the way"
ham,Then u go back urself lor...,0.0,then u go back urself lor...
ham,I AM AT THE GAS STATION. GO THERE.,0.0,i am at the gas station. go there.
ham,"K, if u bored up just come to my home..",0.0,"k, if u bored up just come to my home.."
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,0.0,babe !!!! i love you !!!! *covers your face in kisses*
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",0.0,"like i made him throw up when we were smoking in our friend's car one time, it was awesome"
ham,Still i have not checked it da. . .,0.0,still i have not checked it da. . .
ham,You will go to walmart. I.ll stay.,0.0,you will go to walmart. i.ll stay.
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",0.0,"i haven't forgotten you, i might have a couple bucks to send you tomorrow, k? i love ya too"
ham,Oh great. I.ll disturb him more so that we can talk.,0.0,oh great. i.ll disturb him more so that we can talk.
ham,Reverse is cheating. That is not mathematics.,0.0,reverse is cheating. that is not mathematics.
ham,U're welcome... Caught u using broken english again...,0.0,u're welcome... caught u using broken english again...
ham,No problem baby. Is this is a good time to talk? I called and left a message.,0.0,no problem baby. is this is a good time to talk? i called and left a message.
ham,"Sorry, I'll call later",0.0,"sorry, i'll call later"
ham,Oh is it! Which brand?,0.0,oh is it! which brand?
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,0.0,sorry i cant take your call right now. it so happens that there r 2waxsto do wat you want. she can come and ill get her medical insurance. and she'll be able to deliver and have basic care. i'm currently shopping for the right medical insurance for her. so just give me til friday morning. thats when i.ll see the major person that can guide me to the right insurance.
ham,At what time are you coming.,0.0,at what time are you coming.
ham,Call him and say you not coming today ok and tell them not to fool me like this ok,0.0,call him and say you not coming today ok and tell them not to fool me like this ok
ham,I emailed yifeng my part oredi.. Can ü get it fr him..,0.0,i emailed yifeng my part oredi.. can ü get it fr him..
ham,R u sure they'll understand that! Wine * good idea just had a slurp!,0.0,r u sure they'll understand that! wine * good idea just had a slurp!
ham,Minimum walk is 3miles a day.,0.0,minimum walk is 3miles a day.
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.,0.0,ok not a problem will get them a taxi. c ing tomorrow and tuesday. on tuesday think we r all going to the cinema.
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",0.0,"brainless baby doll..:-d;-), vehicle sariyag drive madoke barolla.."
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,0.0,i don't run away frm u... i walk slowly &amp; it kills me that u don't care enough to stop me...
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,1.0,sorry i missed your call let's talk when you have the time. i'm on 07090201529
ham,Please attend the phone:),0.0,please attend the phone:)
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,0.0,you only hate me. you can call any but you didnt accept even a single call of mine. or even you messaged
ham,No messages on her phone. I'm holding it now,0.0,no messages on her phone. i'm holding it now
ham,Can... I'm free...,0.0,can... i'm free...
ham,"Yo my trip got postponed, you still stocked up?",0.0,"yo my trip got postponed, you still stocked up?"
ham,"Sorry, I'll call later",0.0,"sorry, i'll call later"
ham,I am waiting for your call sir.,0.0,i am waiting for your call sir.
ham,Hey what are you doing. Y no reply pa..,0.0,hey what are you doing. y no reply pa..
ham,"Hey elaine, is today's meeting still on?",0.0,"hey elaine, is today's meeting still on?"
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,0.0,sorry i've not gone to that place. i.ll do so tomorrow. really sorry.
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.,0.0,most of the tiime when i don't let you hug me it's so i don't break into tears.
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0.0,tomorrow i am not going to theatre. . . so i can come wherever u call me. . . tell me where and when to come tomorrow
ham,And now electricity just went out fml.,0.0,and now electricity just went out fml.
ham,"Looks like you found something to do other than smoke, great job!",0.0,"looks like you found something to do other than smoke, great job!"
ham,Also andros ice etc etc,0.0,also andros ice etc etc
ham,:),0.0,:)
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",0.0,"good afternon, my love. how are today? i hope your good and maybe have some interviews. i wake and miss you babe. a passionate kiss from across the sea"
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,0.0,yup. wun believe wat? u really neva c e msg i sent shuhui?
ham,Hows that watch resizing,0.0,hows that watch resizing
ham,Dear umma she called me now :-),0.0,dear umma she called me now :-)
ham,Just finished. Missing you plenty,0.0,just finished. missing you plenty
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",1.0,"complimentary 4 star ibiza holiday or £10,000 cash needs your urgent collection. 09066364349 now from landline not to lose out! box434sk38wp150ppm18+"
ham,"Well, I meant as opposed to my drunken night of before",0.0,"well, i meant as opposed to my drunken night of before"
ham,K... Must book a not huh? so going for yoga basic on sunday?,0.0,k... must book a not huh? so going for yoga basic on sunday?
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,1.0,free msg:we billed your mobile number by mistake from shortcode 83332.please call 08081263000 to have charges refunded.this call will be free from a bt landline
ham,Ok can...,0.0,ok can...
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",0.0,"oops - am at my mum's in somerset... bit far! back tomo, see you soon x"
ham,So u workin overtime nigpun?,0.0,so u workin overtime nigpun?
ham,Same as kallis dismissial in 2nd test:-).,0.0,same as kallis dismissial in 2nd test:-).
ham,O. Guess they both got screwd,0.0,o. guess they both got screwd
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,1.0,please call 08712402972 immediately as there is an urgent message waiting for you
ham,"I'm in a meeting, call me later at",0.0,"i'm in a meeting, call me later at"
ham,What r u cooking me for dinner?,0.0,what r u cooking me for dinner?
ham,Ok thanx...,0.0,ok thanx...
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,0.0,bull. your plan was to go floating off to ikea with me without a care in the world. so i have to live with your mess another day.
ham,Then i buy.,0.0,then i buy.
spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,1.0,urgent! your mobile number has been awarded with a £2000 bonus caller prize. call 09058095201 from land line. valid 12hrs only
ham,Heehee that was so funny tho,0.0,heehee that was so funny tho
ham,It only does simple arithmetic not percentages.,0.0,it only does simple arithmetic not percentages.
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",0.0,"yeah we wouldn't leave for an hour at least, how's 4 sound?"
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",1.0,"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a £1500 bonus prize, call 09066364589"
ham,Thanks honey. Have a great day.,0.0,thanks honey. have a great day.
ham,"An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",0.0,"an amazing quote'' - ""sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
ham,Good night my dear.. Sleepwell&amp;Take care,0.0,good night my dear.. sleepwell&amp;take care
ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,0.0,then ü ask dad to pick ü up lar... ü wan 2 stay until 6 meh...
ham,"Jus chillaxin, what up",0.0,"jus chillaxin, what up"
ham,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,0.0,hey das cool... iknow all 2 wellda peril of studentfinancial crisis!spk 2 u l8r.
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",0.0,"beautiful truth against gravity.. read carefully: ""our heart feels light when someone is in it.. but it feels very heavy when someone leaves it.."" goodmorning"
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,1.0,do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!",0.0,"whats that coming over the hill..... is it a monster! hope you have a great day. things r going fine here, busy though!"
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0.0,joy's father is john. then john is the ____ of joy's father. if u ans ths you hav &lt;#&gt; iq. tis s ias question try to answer.
ham,Only once then after ill obey all yours.,0.0,only once then after ill obey all yours.
ham,No she didnt. I will search online and let you know.,0.0,no she didnt. i will search online and let you know.
ham,Where do you need to go to get it?,0.0,where do you need to go to get it?
ham,No pic. Please re-send.,0.0,no pic. please re-send.
ham,He remains a bro amongst bros,0.0,he remains a bro amongst bros
ham,Uhhhhrmm isnt having tb test bad when youre sick,0.0,uhhhhrmm isnt having tb test bad when youre sick
ham,But i haf enuff space got like 4 mb...,0.0,but i haf enuff space got like 4 mb...
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,1.0,life has never been this much fun and great until you came in. you made it truly special for me. i won't forget you! enjoy @ one gbp/sms
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,1.0,do you want a new video phone? 600 anytime any network mins 400 inclusive video calls and downloads 5 per week free deltomorrow call 08002888812 or reply now
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",1.0,"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a £1500 bonus prize, call 09066368470"
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,1.0,welcome! please reply with your age and gender to begin. e.g 24m
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,1.0,freemsg: 1-month unlimited free calls! activate smartcall txt: call to no: 68866. subscriptn3gbp/wk unlimited calls help: 08448714184 stop?txt stop landlineonly
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,1.0,had your mobile 10 mths? update to latest orange camera/video phones for free. save £s with free texts/weekend calls. text yes for a callback orno to opt out
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,1.0,am new 2 club & dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls£1/minmobsmore lkpobox177hp51fl
ham,True. Its easier with her here.,0.0,true. its easier with her here.
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story,0.0,sure but since my parents will be working on tuesday i don't really need a cover story
ham,Haha okay... Today weekend leh...,0.0,haha okay... today weekend leh...
ham,Hi darlin did youPhone me? Im atHome if youwanna chat.,0.0,hi darlin did youphone me? im athome if youwanna chat.
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,0.0,i don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that i did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
ham,You've always been the brainy one.,0.0,you've always been the brainy one.
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,0.0,yeah if we do have to get a random dude we need to change our info sheets to party &lt;#&gt; /7 never study just to be safe
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1.0,camera - you are awarded a sipix digital camera! call 09061221066 fromm landline. delivery within 28 days.
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",0.0,"christmas is an occasion that is celebrated as a reflection of ur... values..., desires..., affections...&amp; traditions.... have an ideal christmas..."
ham,Sending you greetings of joy and happiness. Do have a gr8 evening,0.0,sending you greetings of joy and happiness. do have a gr8 evening
ham,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,0.0,hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? katexxx
ham,If india win or level series means this is record:),0.0,if india win or level series means this is record:)
ham,Then what about further plan?,0.0,then what about further plan?
ham,Its good to hear from you,0.0,its good to hear from you
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",0.0,"awesome, how do i deal with the gate? charles told me last night but, uh, yeah"
ham,What time you thinkin of goin?,0.0,what time you thinkin of goin?
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,1.0,get a free mobile video player free movie. to collect text go to 89105. its free! extra films can be ordered t's and c's apply. 18 yrs only
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,1.0,save money on wedding lingerie at URL choose from a superb selection with national delivery. brought to you by weddingfriend
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,0.0,your board is working fine. the issue of overheating is also reslove. but still software inst is pending. i will come around 8'o clock.
ham,Yes but I don't care cause I know its there!,0.0,yes but i don't care cause i know its there!
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",0.0,"wiskey brandy rum gin beer vodka scotch shampain wine ""kudi""yarasu dhina vaazhthukkal. .."
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer...",0.0,"mon okie lor... haha, best is cheap n gd food la, ex oso okie... depends on whether wana eat western or chinese food... den which u prefer..."
ham,Sitting ard nothing to do lor. U leh busy w work?,0.0,sitting ard nothing to do lor. u leh busy w work?
ham,Its  &lt;#&gt; k here oh. Should i send home for sale.,0.0,its &lt;#&gt; k here oh. should i send home for sale.
ham,Sorry. || mail? ||,0.0,sorry. || mail? ||
ham,Ya just telling abt tht incident..,0.0,ya just telling abt tht incident..
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,0.0,yes we were outside for like 2 hours. and i called my whole family to wake them up cause it started at 1 am
ham,Ugh just got outta class,0.0,ugh just got outta class
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",0.0,"nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? it is very champlaxigating, i think it is atrocious.. wotz ur opinion???? junna"
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,0.0,i dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,0.0,no need lar. jus testing e phone card. dunno network not gd i thk. me waiting 4 my sis 2 finish bathing so i can bathe. dun disturb u liao u cleaning ur room.
ham,Ok. I.ll do you right later.,0.0,ok. i.ll do you right later.
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,0.0,friendship poem: dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear. gud ni8
ham,Have your lunch and come quickly and open the door:),0.0,have your lunch and come quickly and open the door:)
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,1.0,not heard from u4 a while. call me now am here all night with just my knickers on. make me beg for it like u did last time 01223585236 xx luv nikiyu4.net
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,0.0,i am back. bit long cos of accident on a30. had to divert via wadebridge.i had a brilliant weekend thanks. speak soon. lots of love
ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",0.0,"k.. i yan jiu liao... sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,1.0,bloomberg -message center +447797706009 why wait? apply for your future URL bloomberg.com
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?,0.0,i am seeking a lady in the street and a freak in the sheets. is that you?
ham,My phone,0.0,my phone
ham,"Haha figures, well I found the piece and priscilla's bowl",0.0,"haha figures, well i found the piece and priscilla's bowl"
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",0.0,"actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1.0,urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050001808 from land line. claim m95. valid12hrs only
ham,yay! finally lol. i missed our cinema trip last week :-(,0.0,yay! finally lol. i missed our cinema trip last week :-(
ham,All day working day:)except saturday and sunday..,0.0,all day working day:)except saturday and sunday..
ham,aathi..where are you dear..,0.0,aathi..where are you dear..
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0.0,heart is empty without love.. mind is empty without wisdom.. eyes r empty without dreams &amp; life is empty without frnds.. so alwys be in touch. good night &amp; sweet dreams
ham,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",0.0,"i think i‘m waiting for the same bus! inform me when you get there, if you ever get there."
ham,You getting back any time soon?,0.0,you getting back any time soon?
ham,", how's things? Just a quick question.",0.0,", how's things? just a quick question."
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0.0,"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng"
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?",0.0,"i can probably come by, everybody's done around &lt;#&gt; right?"
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,0.0,i got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the &lt;#&gt; day return period ended.
ham,I can ask around but there's not a lot in terms of mids up here,0.0,i can ask around but there's not a lot in terms of mids up here
ham,Be sure to check your yahoo email. We sent photos yesterday,0.0,be sure to check your yahoo email. we sent photos yesterday
ham,What was she looking for?,0.0,what was she looking for?
ham,Wherre's my boytoy ? :-(,0.0,wherre's my boytoy ? :-(
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,1.0,do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",0.0,"hello, my love! how goes that day ? i wish your well and fine babe and hope that you find some job prospects. i miss you, boytoy ... *a teasing kiss*"
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,0.0,tell my bad character which u dnt lik in me. i'll try to change in &lt;#&gt; . i ll add tat 2 my new year resolution. waiting for ur reply.be frank...good morning.
ham,No:-)i got rumour that you going to buy apartment in chennai:-),0.0,no:-)i got rumour that you going to buy apartment in chennai:-)
ham,"Yeah, probably earlier than that",0.0,"yeah, probably earlier than that"
ham,Change windows logoff sound..,0.0,change windows logoff sound..
ham,Still i have not checked it da. . .,0.0,still i have not checked it da. . .
ham,I'm also came to room.,0.0,i'm also came to room.
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,0.0,huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
ham,Ok.,0.0,ok.
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,0.0,i will reach office around &lt;decimal&gt; . &amp; my mobile have problem. you cann't get my voice. so call you asa i'll free
ham,"Cool, text me when you head out",0.0,"cool, text me when you head out"
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",1.0,"you are being contacted by our dating service by someone you know! to find out who it is, call from a land line 09050000878. pobox45w2tg150p"
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",1.0,"wan2 win a meet+greet with westlife 4 u or a m8? they are currently on what tour? 1)unbreakable, 2)untamed, 3)unkempt. text 1,2 or 3 to 83049. cost 50p +std text"
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...,0.0,happy birthday... may u find ur prince charming soon n dun work too hard...
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",0.0,"oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
ham,You said to me before i went back to bed that you can't sleep for anything.,0.0,you said to me before i went back to bed that you can't sleep for anything.
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,0.0,i hope you arnt pissed off but id would really like to see you tomorrow. love me xxxxxxxxxxxxxx
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1.0,EMAIL (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,0.0,says the &lt;#&gt; year old with a man and money. i'm down to my last &lt;#&gt; . still waiting for that check.
ham,I will come to ur home now,0.0,i will come to ur home now
ham,Free any day but i finish at 6 on mon n thurs...,0.0,free any day but i finish at 6 on mon n thurs...
ham,Will you be here for food,0.0,will you be here for food
ham,"life alle mone,eppolum oru pole allalo",0.0,"life alle mone,eppolum oru pole allalo"
ham,Nite...,0.0,nite...
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",0.0,"two fundamentals of cool life: ""walk, like you are the king""...! or ""walk like you dont care,whoever is the king""!... gud nyt"
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!",0.0,"camera quite good, 10.1mega pixels, 3optical and 5digital dooms. have a lovely holiday, be safe and i hope you hav a good journey! happy new year to you both! see you in a couple of weeks!"
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,0.0,hi petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
ham,I just saw ron burgundy captaining a party boat so yeah,0.0,i just saw ron burgundy captaining a party boat so yeah
ham,I'm serious. You are in the money base,0.0,i'm serious. you are in the money base
ham,Already one guy loving you:-.,0.0,already one guy loving you:-.
ham,Staff of placement training in Amrita college.,0.0,staff of placement training in amrita college.
ham,I always chat with you. In fact i need money can you raise me?,0.0,i always chat with you. in fact i need money can you raise me?
ham,I'm job profile seems like bpo..,0.0,i'm job profile seems like bpo..
ham,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",0.0,"well, i was about to give up cos they all said no they didn‘t do one nighters. i persevered and found one but it is very cheap so i apologise in advance. it is just somewhere to sleep isnt it?"
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",0.0,"so you think i should actually talk to him? not call his boss in the morning? i went to this place last year and he told me where i could go and get my car fixed cheaper. he kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
ham,Are you willing to go for apps class.,0.0,are you willing to go for apps class.
ham,Hanging out with my brother and his family,0.0,hanging out with my brother and his family
ham,No it will reach by 9 only. She telling she will be there. I dont know,0.0,no it will reach by 9 only. she telling she will be there. i dont know
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month,0.0,hey... are you going to quit soon? xuhui and i working till end of the month
ham,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",0.0,"im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! u 4give me? i think u shldxxxx"
ham,Try neva mate!!,0.0,try neva mate!!
ham,Yeah that'd pretty much be the best case scenario,0.0,yeah that'd pretty much be the best case scenario
ham,I not free today i haf 2 pick my parents up tonite...,0.0,i not free today i haf 2 pick my parents up tonite...
